Phone,VMailMessage,DayMins,EveMins,NightMins,IntlMins,CustServCalls,DayCalls,EveCalls,NightCalls,IntlCalls,AccountLength,IntlPlan
332-9460,0,176.2,145,249.5,5.7,0,87,81,92,4,149,1
355-6531,22,196,322.7,225.6,3.7,1,82,82,120,5,117,1
336-9390,0,159.5,247.1,187.9,7.2,2,125,90,82,4,84,0
346-8581,0,230.2,220.4,204.7,10.7,4,113,79,111,7,137,0
363-8824,0,146.7,274,321.3,8.9,3,64,99,98,1,99,0
353-3351,0,210.5,204.5,127.8,8.5,1,102,83,53,5,54,0
360-4320,0,102,270.2,148.2,10.7,1,95,139,105,3,85,0
417-6252,0,126,238.5,285.1,10.2,3,99,73,100,6,150,0
393-4949,0,168.4,243.8,214.7,11.1,1,125,89,102,2,43,0
401-3156,0,105.6,258.2,213.1,8.7,0,129,129,77,3,35,0
338-6283,0,206.5,176.2,232.8,12.4,5,92,152,115,5,98,0
352-9017,0,217.1,205.2,185.7,9.4,2,76,100,91,3,112,0
405-5305,0,229.6,205.7,166.2,10.8,0,78,108,91,2,16,0
376-9249,22,278.3,93.4,107.6,9.7,0,89,143,42,5,98,0
339-7139,0,138.6,199,204.1,7.8,0,102,93,137,4,84,0
328-6011,0,234.4,279.3,234.2,2,1,103,109,121,2,94,0
378-1303,0,181.5,130.7,186.5,8.5,1,129,112,118,4,84,0
402-5155,0,167.3,230,191.7,10.6,1,91,68,118,5,66,0
333-5430,31,121,218.9,226.7,12,1,105,98,110,1,98,0
365-9696,0,221.1,110.8,240.1,10.6,0,124,94,112,3,74,0
410-4023,26,145.8,192.2,165.1,9.9,1,108,89,96,2,96,0
411-7649,0,222.8,163.2,160.6,11.2,1,122,107,112,6,119,0
338-4065,0,183.4,242,201.4,7.5,4,80,115,100,3,73,0
421-9401,0,264.3,160.9,198.6,9.3,0,91,115,73,5,92,1
343-9658,0,146,109.7,247.4,6.8,0,78,79,108,7,21,0
332-5521,0,157.1,184.9,197.2,8.5,4,134,122,59,5,122,0
349-4369,0,127.3,251.3,135,10.3,1,108,81,88,3,133,1
351-4288,0,187.9,197,167,4.8,2,110,117,108,4,145,0
422-5874,0,178.8,141.2,203,8.4,2,90,72,99,5,25,0
396-2324,0,97.2,186.2,189,10.4,2,80,90,92,6,64,0
416-5662,0,259.8,242.3,168.8,5.4,0,85,117,72,1,85,0
363-9663,0,256.5,199.5,188.3,7,3,112,90,122,5,126,0
410-9477,0,169.5,124,219.4,10,0,77,87,92,3,76,0
352-4418,0,239.7,282.9,238.4,8.7,2,47,110,88,3,113,0
361-6563,0,171.5,160,212.4,5,1,99,103,102,2,224,1
417-4404,0,239.9,174.8,209.5,9.8,0,84,106,93,2,117,0
372-8048,34,142.3,194.8,239.3,16,1,73,79,81,6,128,0
356-3646,0,184.1,327,212.5,7.5,2,98,73,106,6,115,0
351-9604,28,206.9,264.4,171.8,9.3,2,126,126,124,11,141,0
355-9581,0,259.9,176.2,77.2,15.3,1,114,94,112,1,51,0
396-5189,0,203.8,283.1,197.3,12.5,0,122,76,83,3,100,0
356-9187,45,248.8,140.3,263.6,10.3,3,124,77,102,2,96,0
394-5537,16,221.6,130.2,200,11.3,1,110,123,108,3,112,0
408-2712,0,192.9,185.5,205.2,10.9,1,131,101,130,4,129,1
404-4486,0,122.4,113.4,180.2,12.5,1,129,108,97,7,163,0
355-1113,40,104.9,216.3,217.4,9.6,1,65,93,128,9,67,0
411-4674,0,173.2,196.8,209.3,11.2,3,91,106,128,5,140,0
376-4519,0,119.4,273.3,214.4,12.4,2,69,92,153,7,49,0
365-5979,0,250.3,260.6,195,13.3,2,100,90,104,2,46,0
382-2879,0,178.3,282.6,181,11.4,1,98,110,98,4,148,0
420-1383,0,243.4,182.1,259.2,12.8,1,77,97,94,2,112,0
411-7390,0,155,175.3,155.6,11.8,2,106,101,125,5,78,0
383-8848,31,288.7,203.8,203.2,8.6,0,101,102,49,3,61,0
387-9301,29,240.4,118.9,164.2,11.2,1,80,91,108,3,58,0
399-3164,0,190.3,301.3,214.6,8,1,123,96,134,3,155,0
385-8997,0,278,176.7,219.5,8.3,0,76,74,126,4,100,0
352-6573,0,155,330.6,189.4,13.5,1,93,106,123,3,113,0
408-3384,0,153.5,197.6,198.5,6.3,2,99,102,86,2,81,0
419-6033,27,273.4,154,245.8,12.3,1,141,99,112,6,135,0
336-2090,0,155.3,265.7,145.7,12.4,0,93,95,67,4,99,0
343-7242,29,133.1,221.2,131.6,6.8,1,114,82,103,3,59,0
376-1713,0,246.8,187.8,154.5,12.6,1,129,121,109,5,135,0
381-5878,0,165.4,196,349.2,9.6,2,107,126,110,7,85,1
390-5470,0,59.5,257.2,208.3,11.1,0,103,106,86,6,70,0
414-4803,0,138.3,236,179.1,9.6,3,116,138,110,4,88,0
382-5478,0,286.7,134.4,192.9,6.9,2,100,121,122,5,55,0
333-7637,0,117.3,201.1,107.9,12.2,1,114,61,82,3,75,0
341-1647,21,264.3,202.8,173.4,6.3,4,79,118,92,3,79,0
411-4232,0,127.9,271.2,202.2,12.5,0,107,124,76,5,85,0
339-2616,23,225.5,246.3,245.7,9.8,0,107,105,81,2,86,0
327-3850,0,149,245.3,260,8.3,0,115,105,94,3,91,0
328-7209,20,198.9,274,190.7,14.3,1,77,88,76,9,149,0
405-6189,0,256.4,273.9,222.7,11.1,1,125,100,101,1,97,0
418-6737,0,264.8,245.4,160.5,14.8,1,124,112,115,2,88,0
366-2212,0,98.2,180.5,223.6,9.3,2,88,69,69,2,60,0
356-1420,0,159.8,264,115.7,9.7,2,99,64,70,7,54,0
343-1323,28,190.6,220.1,180.3,6,3,86,122,80,3,11,0
361-8239,0,184,120.4,153.7,11,0,120,119,86,3,109,0
384-1621,0,261.8,220.6,136.6,9.6,1,128,104,91,5,90,0
360-3525,0,147.9,228.4,299.7,9.6,3,109,117,90,9,115,0
392-3813,18,106.4,108.1,208.4,10.1,1,109,113,111,5,144,0
337-6898,0,133.7,195.3,280.5,5.9,0,75,87,89,2,91,0
366-8036,23,193.5,220.2,272.4,8.5,0,85,90,111,5,105,0
352-8327,0,178.2,167.8,182.1,13.6,3,113,94,111,3,71,1
334-9505,36,226.2,181.6,258.8,10.5,3,103,125,102,5,132,0
336-5702,0,170.4,200.2,258.3,11.6,1,103,71,100,4,112,0
392-2381,32,70.9,166.7,244.9,11.1,3,163,121,105,5,86,0
369-6880,34,194.4,254.9,160.2,17.2,2,63,110,115,9,41,0
416-8697,0,240.3,164.6,240.7,10.6,1,146,83,106,2,44,0
345-3451,0,75,248.7,176,9.5,3,116,87,83,6,78,0
379-2514,0,69.1,136.3,181.7,6.3,1,117,100,53,3,149,0
418-6651,33,96.6,315.4,163.3,6.2,4,59,98,117,4,72,0
421-3528,20,214.6,235.1,162.8,14.8,0,101,132,132,12,139,0
329-9046,0,148.5,146.5,289.2,9.9,3,111,42,83,6,74,0
406-3890,0,258.1,161.4,225.1,11.7,1,106,106,110,5,50,0
403-8904,23,149.7,162.5,220.3,7.6,3,112,118,115,2,141,0
393-4086,0,149.8,164.4,294.7,8.1,1,134,98,124,2,140,0
400-1367,0,190.4,158.1,271.5,11.2,2,102,107,92,4,99,0
377-9473,0,181.4,253.8,112.3,11.6,1,108,54,94,6,166,0
396-3068,0,151.1,187.4,255.4,5.3,1,123,104,93,3,124,0
331-9293,0,155.7,173.7,257.4,8.1,0,116,63,97,4,74,0
347-1914,0,149.9,256.1,212.7,13.3,2,95,110,92,13,117,0
395-1962,0,222.3,231.5,223.5,11,3,132,101,75,2,85,0
401-5485,16,149.4,131.8,132.7,6.7,0,111,113,87,2,36,0
355-6560,0,233.8,221.6,146.9,12.8,0,103,131,106,3,102,1
363-3911,0,204.2,292.6,244.3,10.5,0,100,139,105,2,76,0
345-1998,0,242.9,209.8,228.4,0,1,126,65,126,0,165,0
361-5277,0,150.4,230.5,186.3,12.3,1,119,99,76,4,130,0
376-7145,0,208.9,252.4,280.2,12.8,0,119,132,120,7,78,0
375-2975,0,191.9,256.1,203.7,14.3,1,91,110,101,6,55,1
376-8573,0,130.7,260.6,244.2,9.4,2,113,122,98,2,92,1
366-7360,33,119.6,278.7,263.4,5.9,2,104,88,175,2,129,0
347-7898,0,273.6,114.6,250.6,8.2,1,93,116,120,4,18,0
390-7328,0,156.1,180.3,179.6,11.1,2,114,63,115,9,161,1
356-5491,36,178.7,178.6,126.8,8,2,134,102,82,4,93,0
373-3251,0,177.5,287.4,180.5,11.9,2,93,75,118,3,144,0
343-1965,0,211.3,105.6,175.9,9.7,4,61,119,63,4,75,1
378-8019,0,175.2,244.4,75.8,7.5,1,91,109,95,2,95,0
386-1548,23,114.3,190.3,240.4,12.6,3,102,103,111,7,126,0
397-1649,28,251.4,225.1,251.9,7.5,1,104,89,121,5,124,0
366-7247,0,216.9,207.4,221.7,17.5,1,61,120,110,5,93,1
402-9691,26,217.2,145.5,280.7,9.3,0,138,111,76,3,109,1
334-9806,0,206.3,154.9,263.6,12.4,0,97,98,82,12,80,0
378-7733,0,159.3,125.9,261.9,11.1,1,66,75,76,5,41,0
407-2248,31,143.1,236.6,227.8,11.4,2,88,65,120,5,136,0
405-3916,0,154,329.8,288,5.6,3,122,88,117,2,92,0
407-2081,24,186.6,222,234.9,11.6,1,69,116,138,5,143,0
397-9148,26,170.8,199.5,169.7,9.6,5,114,125,98,5,118,0
415-4857,17,124,202.9,205.1,12.3,1,102,81,129,3,193,0
354-7314,0,198.3,279.3,146.2,14.8,3,94,101,87,8,73,0
346-5611,0,172.8,204.8,240.8,9.1,2,101,97,90,8,62,0
349-4703,30,217.4,213.8,227.2,6.6,0,74,86,104,3,30,0
411-7778,29,265.9,215.8,108.1,14,0,113,94,82,12,60,1
421-1469,14,93.6,193.8,144.9,17.5,1,137,72,84,5,148,0
420-5990,0,98.2,307.2,182.5,7.6,2,100,88,120,1,96,0
389-4780,0,214.7,158.6,123.4,9.4,2,68,138,114,4,52,0
357-2735,0,168.2,224.7,169.5,12.9,1,92,100,99,3,87,0
409-4791,0,202.9,153.8,113.5,9,3,97,104,92,3,41,0
380-5286,0,261.4,154.5,130.9,11.6,1,108,102,90,2,112,0
394-8402,0,73.3,161.4,239.6,8.2,4,86,82,76,3,88,0
392-1616,27,253.7,229.2,190.5,9.2,7,84,109,123,5,122,0
364-1969,0,45,151.3,152.9,9.8,2,108,74,94,6,61,0
390-4152,0,231.3,171.7,67.7,13,1,105,108,136,6,87,0
367-7039,0,47.4,167.8,163.1,10.5,2,125,90,107,8,176,0
391-6607,0,227.4,182.5,191.7,12.5,0,88,100,134,3,30,0
379-6652,22,40.9,133.4,264.2,11.9,0,126,90,91,7,95,0
384-1833,0,124.8,157.3,199.3,8.6,2,133,143,72,4,46,0
403-2455,0,68.5,337.1,205.2,12.1,0,110,115,99,9,100,1
391-1348,37,163.5,203.1,232,7.8,2,77,102,87,4,47,0
408-4174,0,163,219.1,233.4,6.7,2,112,89,66,3,77,0
366-4334,38,213.7,253,207.7,10.7,2,61,104,73,5,98,0
406-5059,36,201.3,42.2,125.7,5.4,1,117,78,104,3,125,0
373-6784,0,310.4,66.5,246.5,9.2,4,97,123,99,10,67,0
408-3532,0,48.4,281.1,218.5,18.2,1,101,138,87,1,194,0
350-8680,40,171.2,145.7,196.8,14,1,88,109,93,6,128,0
398-9870,22,166.5,183,121,8.5,0,93,92,102,3,190,0
343-3356,0,216.6,190.8,224.7,12.4,0,126,104,123,8,165,0
415-4609,0,107.8,216.6,217.5,9.9,2,113,125,92,3,59,0
404-5387,28,141.3,168,113.5,7.8,1,94,108,84,2,47,0
415-8151,29,209.9,158,141.9,6.6,0,77,52,113,1,150,0
416-2778,20,237.5,253.4,265.2,14.2,9,120,94,80,3,152,1
393-3300,0,234.5,216.5,191.6,3.5,3,109,129,94,6,26,0
391-7661,31,103.1,243,76.4,12.2,3,90,135,92,8,79,0
339-4317,27,129.5,248.9,268,11.9,1,106,90,115,3,95,0
418-6455,0,279.8,248.7,171,8.4,2,90,91,118,10,69,1
378-3508,41,136.8,200.8,133.7,10.3,5,91,61,67,9,95,1
390-9359,31,100.1,246.3,255,5.9,0,54,97,131,3,31,0
364-2495,31,237.1,205.6,196.7,10.1,4,63,117,85,5,121,0
364-7719,0,172.8,183.1,158.8,7.9,4,58,108,104,3,111,0
421-1189,0,224.5,200.7,116.6,11.5,2,111,99,118,2,157,0
419-8987,0,288.1,258,192.4,10.2,3,112,92,90,4,44,0
402-9980,0,78.2,195.9,108,10.1,2,103,149,100,6,61,1
376-5908,0,148.7,259,149.5,12.7,2,80,94,107,6,65,0
400-3150,25,194.6,119.9,175.5,13.1,2,84,103,75,2,74,0
336-1749,0,159.5,303.8,226.9,12,0,77,92,120,4,123,0
420-1259,20,194.5,213.7,236.6,9.5,1,110,89,92,2,58,0
339-7541,0,174.1,251.1,257.6,8.3,2,96,94,123,5,74,0
378-9029,0,131.8,136.7,308.2,7.7,2,97,100,119,6,125,0
342-7514,0,160.6,237,245.1,10.7,1,103,109,88,1,80,0
422-4956,18,146.8,310,178.7,7.2,0,107,84,130,7,53,0
389-8606,28,200.7,264.2,172.7,9.1,1,88,116,102,5,99,0
406-7261,0,145.6,98.3,230.8,10.9,1,106,106,83,5,99,0
417-7973,29,229.4,257.4,231.5,8,2,104,84,119,1,66,0
390-2891,0,211,189,123,4.7,3,76,100,102,4,97,0
385-7387,37,121.5,271.4,248.7,11.3,2,97,110,97,5,75,0
362-2776,0,216,188.2,147.1,3.6,2,73,117,98,7,85,1
329-1955,0,293,160.6,143.9,10,2,88,101,87,6,108,0
344-3160,32,221.1,264.9,168.9,15.4,2,137,99,108,4,133,1
406-2454,0,181.5,196.9,187.2,10.3,1,108,87,119,2,51,0
335-3913,26,74.3,177.3,296.3,14.5,2,107,116,90,3,186,0
355-7705,0,62.3,275,138.7,10.8,1,92,82,108,3,44,1
410-7108,31,228.6,248.5,167.1,9,3,88,109,124,1,64,0
419-1674,0,228.1,276.5,279.8,9.9,2,121,79,77,5,44,0
351-7369,36,309.9,200.3,183.5,14.2,1,90,89,105,2,114,0
349-9566,0,201.9,226.8,217.5,13.7,3,74,119,80,6,92,0
333-3421,0,149.8,180,140,11.7,2,112,93,119,4,110,0
393-8199,30,183.8,229.7,144.1,7.7,1,76,95,124,3,90,0
388-4879,21,186.7,335,187.2,16.5,1,108,86,119,4,72,0
353-6007,0,209.4,347.3,246,7.4,1,151,113,116,2,113,0
416-1557,25,223.2,183.2,150.8,10.2,3,77,118,90,3,171,0
356-7217,0,164.2,155.4,168.9,10.7,1,109,90,117,8,104,0
350-2012,0,150.5,193.1,311.6,10.3,1,75,93,93,2,165,0
420-9838,0,234.2,293.1,183.9,9.8,0,128,92,79,6,104,0
373-6379,0,55.3,164.7,200.7,10.2,1,102,124,108,5,110,0
355-7293,0,221.8,203.8,215.8,8.4,1,97,134,154,4,90,1
406-4588,0,169.6,58.9,179.3,7.4,1,85,86,124,8,114,0
345-1524,0,89.7,260.1,170.1,13.5,5,118,79,93,11,101,0
375-8493,14,80.2,219,122.6,8.6,1,81,103,102,2,117,0
361-2924,0,218.9,299.9,158.6,11.3,2,105,87,110,4,109,0
359-6163,0,125.7,207.6,183.1,12.9,1,96,137,103,2,82,0
411-8140,0,176.3,93.4,207.2,9.6,2,85,125,107,1,92,0
381-9049,29,207.2,254.1,169.3,9.5,2,111,137,92,5,82,0
344-4478,0,205.7,161.9,269.7,12.5,2,138,83,104,6,90,0
360-2690,28,151.4,152.4,250.1,0,1,95,97,109,0,87,0
410-7383,0,157.5,130.7,193.4,9.6,3,70,79,98,4,124,0
356-1889,0,160.4,102.6,235.3,9.1,2,68,103,106,5,39,0
341-2360,0,159,167.9,167.6,12.3,1,80,128,101,5,84,0
370-3021,46,214.1,200.9,246.8,9.2,0,62,111,126,6,75,0
336-4656,0,102.6,246,170.5,9.1,2,89,77,140,4,102,0
386-2810,0,159.7,197.5,121.6,13.9,0,86,76,105,6,62,1
350-1354,0,202.8,165.8,143.9,4.6,1,109,104,71,4,143,0
346-5707,0,57.5,265.5,244.3,11.6,3,95,131,128,6,53,0
405-8370,0,169.9,225.2,169.7,11.4,1,144,118,93,7,30,0
373-2053,0,335.5,212.5,265,12.7,2,77,109,132,8,112,0
369-5222,0,139.5,289.3,129.4,13.1,0,119,105,97,8,129,0
347-7420,29,142.3,118.7,240.1,6.6,1,107,56,91,8,63,0
392-6856,0,187.8,248.6,208.8,10.6,0,94,86,124,5,28,0
371-5556,0,146.2,261.5,163.2,8.7,3,55,83,116,3,111,0
334-5337,0,231.8,150.6,269.2,11.6,3,120,106,129,7,91,0
334-8817,0,193.7,154.2,299,12.7,1,83,79,60,3,90,0
339-1405,0,156.4,233.4,195.7,7.7,4,108,118,141,6,151,0
380-7742,29,220.7,217.7,190.5,13.2,1,82,110,100,6,105,1
329-6191,37,239.8,221.9,189.1,7.3,2,110,115,100,1,41,0
340-3075,43,172,200.2,233.1,8,1,111,64,96,5,48,0
416-5849,35,128.2,274.5,298.9,8.8,2,138,113,130,7,166,1
334-7443,0,130.2,290.9,194.8,14,3,119,121,140,6,79,0
394-9121,0,195.4,154.6,142.8,11.6,1,107,96,97,6,153,0
383-1657,0,293.3,188.5,266.9,14.5,0,79,90,91,4,110,1
347-4112,0,191.3,193.9,268.4,12.8,1,89,87,121,4,163,0
362-8280,0,122.4,143.8,157,11.5,1,88,111,106,3,126,0
402-9982,33,209.6,146.9,121,10.6,2,68,140,131,3,105,0
392-8905,0,215.7,146.3,264.6,7.1,3,140,84,83,1,172,0
392-5512,0,161.4,220.6,249.2,5.1,0,110,125,78,2,126,0
351-6384,0,144.2,226.7,144.6,13.8,3,91,137,72,4,97,0
348-8015,37,220.2,185.3,205.1,4.1,0,109,99,82,2,95,1
374-6966,0,256.2,160.7,249.4,7.4,4,105,102,80,2,87,0
328-2236,0,112.7,217.7,152.1,6.5,1,119,109,76,5,97,0
372-6497,0,299.5,226.7,210.7,13.7,0,125,92,134,4,76,0
417-8617,0,194.8,170.9,225.1,13.9,0,107,99,93,4,140,0
361-9621,0,100.8,230,193.6,9.5,0,112,69,95,2,169,0
421-2723,22,82.5,289.9,180,4.8,3,97,94,114,4,68,0
327-9341,34,146.4,89.7,220,15.6,2,104,103,91,4,122,0
383-5474,0,177.9,224.6,306.3,10.8,2,129,87,102,6,36,0
328-8147,27,153.5,194,256.5,10.2,5,84,73,94,7,120,0
373-5438,0,150.7,197.3,169,9.2,1,105,133,116,15,121,0
333-9253,19,180.1,127.5,237.4,7.5,0,106,92,118,3,64,0
347-9421,31,265.3,147.6,259.3,12.9,1,94,95,117,1,13,0
419-3167,0,128.6,134,210.6,11.4,0,83,114,113,2,106,0
414-4162,0,161.5,173.5,206.2,7.9,2,92,108,95,4,88,0
416-5341,0,165.3,198.5,208.5,9.8,1,120,106,102,3,74,0
368-8600,0,195,210.5,180.6,11,0,92,83,92,13,83,0
336-6085,0,213.8,265.1,239.8,15.6,0,79,93,128,7,49,0
377-1479,24,205.5,219.3,215.9,14,1,114,99,95,4,111,0
360-2107,22,252.9,177.9,158.4,8.5,3,112,99,146,4,50,0
405-9384,28,235.6,227.9,170.3,15.4,0,74,37,103,9,153,0
420-5179,0,192,127.6,155.6,7.5,1,91,127,125,5,88,0
331-3174,39,69.1,101.3,104.8,9.1,0,122,136,94,4,131,0
411-5958,0,261.7,210.6,256.7,6,3,97,48,83,3,79,0
333-8180,0,235.5,257.2,103.1,11.5,2,81,130,111,4,140,0
357-2679,0,213.4,204.9,179.7,9.5,1,100,52,93,6,105,0
396-2867,39,206.9,127.8,199.2,9.2,3,143,72,120,1,54,0
341-9443,22,263.8,103.4,208.1,8.5,3,65,115,109,3,87,0
341-4103,31,183.4,195.5,180.1,10.5,1,126,106,93,5,96,0
416-8701,0,157.6,194.1,231.5,9.4,5,85,92,86,10,79,0
397-6109,0,175.6,161.8,289.5,9.3,0,147,118,55,4,55,0
392-5587,0,242.5,102.8,142.4,9.3,2,101,114,89,2,130,0
392-9342,0,151,131.4,186.6,9.9,0,102,101,86,7,34,0
368-2845,0,138.1,164.5,134.9,8.3,1,103,100,63,2,139,0
405-4920,0,264.7,305,197.4,9.5,1,69,120,86,9,109,0
348-7484,31,282.3,152,225.5,12,1,70,89,93,4,65,0
338-5207,0,211.2,237.7,259.2,12.3,0,80,93,58,2,63,0
418-7846,0,197.1,130.1,78.1,7.4,3,126,76,100,4,152,0
358-8729,0,205.3,166.7,240.6,7.8,1,95,128,84,4,147,0
349-1943,22,181.8,228.1,262.7,9.2,2,110,123,141,4,112,0
368-8283,0,252,150.2,151.8,9.6,2,120,106,96,1,120,0
345-1419,0,193.8,118.9,135.9,9.2,0,102,104,124,3,27,0
358-8025,0,231.2,188.7,206.9,12.3,1,135,74,124,1,171,0
383-8695,33,200.1,188.9,205.1,15.5,0,108,122,90,4,101,0
370-7565,26,266.7,232.3,212.8,16.3,1,109,107,98,4,32,0
401-6162,36,118.1,221.5,103.9,11.9,2,117,125,89,6,3,0
386-5303,0,175.3,144.3,160.2,11.8,0,106,87,88,5,151,0
351-6552,0,125.1,248.8,211.3,11.2,3,99,62,79,3,60,0
345-5338,0,176.8,224.7,204.6,7.5,1,90,81,77,15,119,0
330-2849,0,241.9,129.4,264.8,5.9,1,101,121,104,3,43,0
364-6801,0,241.2,116.5,152.2,10.6,0,134,114,91,4,42,0
375-3003,0,217.1,236,118.3,9.4,1,99,68,120,4,84,0
383-8878,0,195.4,181.2,178.5,8.9,0,110,109,105,4,65,0
384-2372,0,222.4,327,208,8.7,1,78,111,104,9,75,1
377-7107,0,189.5,189.8,205.8,13.1,1,90,118,83,2,116,0
361-1581,0,123.1,158.4,256.1,9.3,0,100,82,82,5,107,0
417-7888,38,256.7,150.5,123,11.4,3,98,120,87,3,189,0
383-8364,0,159.1,241.6,202.4,6.5,1,94,119,120,1,123,0
396-2335,0,100.1,233.3,204.4,11.1,3,90,93,57,8,110,0
408-4530,32,30.9,187,230.8,8.6,1,113,113,101,7,63,0
408-6621,0,223.2,214.4,154.4,10.1,3,76,131,80,2,176,0
393-7522,0,187.4,199.9,216.1,12.6,1,101,126,107,8,108,0
338-7120,21,315.6,208.9,260.1,12.1,3,105,71,123,3,13,0
357-4265,0,277.5,131.8,126.9,8.2,1,104,121,101,2,71,0
398-8801,0,189.8,197.3,234.5,14.9,2,111,101,111,3,88,0
346-2347,0,147.2,192.8,172.7,10.2,1,119,91,105,4,137,0
343-2741,0,185.8,276.5,192.1,5.7,4,36,134,104,7,82,0
420-8242,29,155.4,188.5,254.9,8,3,110,104,118,4,92,0
402-7746,0,154.2,268.6,188.8,10.9,6,91,108,99,4,165,0
332-1494,0,97.6,105.5,220.2,11.6,1,98,118,105,9,96,0
388-6223,0,178.8,178.4,169.2,7.5,1,94,97,77,3,156,0
404-9539,0,149.3,273.6,206.6,9.1,0,104,75,72,4,63,0
341-7332,0,206,186,307.1,8.4,0,89,88,86,11,37,0
338-7886,0,216.8,190.8,187.5,11,0,86,114,79,9,98,0
332-5596,0,103.3,129.1,167.1,10.7,0,110,82,113,3,121,0
348-9945,0,139.4,159.1,128.2,7.7,0,95,92,129,3,94,0
407-1896,0,191.2,163.9,243.6,14.1,1,110,102,114,3,99,0
398-9408,23,160,189.4,229.9,10.4,1,104,64,118,7,163,0
369-8005,0,221.7,193,194.1,6.5,3,95,82,113,4,161,0
346-2530,0,62.9,231,168.9,8.5,1,81,64,121,5,99,0
400-5984,0,215.6,195.3,194.4,3.6,1,78,119,65,5,108,0
351-1007,42,165.3,223.5,260.8,7.6,3,97,118,72,7,84,0
345-5980,32,94.7,154.4,200.4,10.6,2,111,98,109,6,83,1
368-8964,0,203.2,152.5,197.8,9.7,2,81,99,76,3,139,0
358-1912,0,195.3,216.7,259.9,12.5,3,70,108,119,4,69,0
379-3132,0,143.7,297.8,212.6,11.4,4,114,98,86,8,129,0
340-9910,0,114.4,78.3,232.7,0,2,104,101,78,0,106,0
396-2719,0,222.8,203,210.6,6.9,2,101,128,106,2,158,0
369-6204,22,175.9,211.7,174.5,7.3,2,70,105,81,5,168,0
420-9971,0,249.9,242.5,151.7,15.3,1,95,104,121,6,115,1
410-3782,30,234.5,195.2,268.8,11.4,2,130,116,94,4,57,1
404-4481,0,210.7,219.2,179.7,7.2,1,116,86,83,6,67,0
383-9255,0,182.3,169.9,184,9.3,1,124,110,116,3,127,0
418-9385,0,190.3,194.5,256.5,11.7,2,88,89,109,5,78,0
360-9676,38,177.1,163.7,242.7,7.4,0,88,108,72,2,100,0
327-3587,36,87.2,169.3,166.7,10.9,6,92,110,80,5,103,0
385-4715,0,215.6,193.4,105.4,13.5,1,96,127,115,3,113,0
414-2695,0,137.4,237.6,206.7,14,3,109,49,136,11,78,0
331-5999,36,192.8,177,216.5,16.4,1,103,83,118,5,129,0
337-7739,0,149.3,200.2,231.7,11.9,2,100,110,101,3,57,0
388-6658,0,143.7,170.7,287.7,7.8,1,116,99,95,5,82,0
405-6943,0,224.8,190,221.4,9.2,1,111,101,110,2,64,0
382-4084,39,261.2,214.2,154.9,12.7,2,122,101,101,5,86,0
352-8249,26,196.5,175.8,221.8,13.4,0,98,111,124,5,151,0
353-8363,0,271.2,202.6,221.6,11.5,3,105,105,51,3,94,0
416-2825,0,207.2,292.5,226.3,8,2,121,104,103,1,90,0
342-6696,0,300.4,133.2,197.4,7.2,2,94,103,94,5,48,0
338-9210,37,229.6,132.3,211.9,9.5,2,123,90,76,8,85,0
328-1768,20,187.5,169.8,175.3,12.1,1,110,94,127,4,93,1
406-5870,0,57.1,199.7,274.7,6.5,3,98,78,103,6,169,1
398-3834,0,162.1,155,189.7,11,5,86,86,87,9,68,0
330-7754,0,145,175.8,223.7,16.7,2,89,102,151,3,91,1
414-9054,0,159.5,240.8,210.3,11.4,1,123,93,76,3,68,0
350-2832,0,190.7,208.6,203.8,8.8,1,72,103,111,8,101,0
414-9027,20,230.6,189.1,162.2,9.4,1,40,58,115,2,67,0
337-1225,0,34,278.6,129.6,11.5,0,133,61,120,3,66,0
394-6577,17,193.4,240.6,248.1,11.4,5,112,131,98,3,116,0
359-6995,0,202,163.5,195.4,10.4,1,126,86,84,6,158,0
377-7561,0,191.7,241.4,203.5,9.1,1,122,88,86,5,78,0
380-6631,26,161.3,250.3,142.4,6.6,1,97,110,92,8,119,0
390-8876,0,150.6,119,232.9,6.4,1,85,128,123,2,120,0
413-2201,0,184.6,196,226.5,7.8,1,102,117,122,1,155,0
374-2073,0,220.7,270.2,121.6,8.7,1,120,95,113,5,106,0
417-1272,0,167.3,198.5,133.1,11,1,119,119,88,6,87,1
358-1129,32,154,185.5,148.2,8.2,3,80,91,107,4,146,0
394-1211,29,121.1,186.4,241.7,10.1,0,116,100,75,6,101,0
327-1319,23,182.1,164.6,128.8,12.7,3,94,59,102,4,22,0
399-4413,0,109.6,137.6,159.7,11,2,88,108,121,5,90,0
393-9985,0,209.9,121.9,253.7,9.6,1,105,105,104,4,41,0
401-8377,0,167.5,242.1,101.2,11.4,2,76,92,103,4,69,0
331-3202,0,213.9,239.8,148.7,9.8,2,88,119,71,14,33,0
358-5953,0,115.8,243.3,184.6,13.1,1,108,111,78,5,112,0
380-7624,30,276.6,220.1,177.9,9.8,2,99,113,95,6,108,0
416-5261,21,179.4,181.1,320.7,9.5,2,88,97,120,4,136,0
417-5067,0,187.3,270.8,206.4,10.1,1,84,95,68,5,128,0
345-6515,0,201.2,227.2,145.8,8.4,2,128,100,91,3,27,0
406-1349,0,189.6,267.4,184.5,1.3,1,78,117,137,6,161,1
360-9038,35,186.8,261,317.8,15,0,124,69,103,5,33,0
348-3444,31,153.5,219.1,237.4,11.4,0,83,96,76,4,120,0
370-2892,0,187.6,208.2,158.9,8.7,2,97,118,101,6,113,0
